"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","HCPL","HDIF","HEFF","HNDB","HPL","HPV","HTRP","HVOL","MI","MIMS","MISEI","MISM","McCC","NL","NLE","NII","NOI","CD","CLOC","DLOC","TCD","TCLOC","LLOC","LOC","NOS","NUMPAR","TLLOC","TLOC","TNOS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Android Rules","Basic Rules","Brace Rules","Clone Implementation Rules","Clone Metric Rules","Code Size Rules","Comment Rules","Complexity Metric Rules","Controversial Rules","Coupling Metric Rules","Coupling Rules","Design Rules","Documentation Metric Rules","Empty Code Rules","Finalizer Rules","Import Statement Rules","J2EE Rules","JUnit Rules","Jakarta Commons Logging Rules","Java Logging Rules","JavaBean Rules","MigratingToJUnit4 Rules","Migration Rules","Migration13 Rules","Migration14 Rules","Migration15 Rules","Naming Rules","Optimization Rules","Runtime Rules","Security Code Guideline Rules","Size Metric Rules","Strict Exception Rules","String and StringBuffer Rules","Type Resolution Rules","Unnecessary and Unused Code Rules","Vulnerability Rules"
"L146","void clusterUp()","org.apache.hadoop.example.ITUseMiniCluster.clusterUp()V","L125","L103","C:\Users\Jasmine\Desktop\Software_Measurement\Hadoop-Releases\hadoop-rel-release-3.0.0\hadoop-client-modules\hadoop-client-integration-tests\src\test\java\org\apache\hadoop\example\ITUseMiniCluster.java","69","3","76","4","0","0","0","0","0","0","0","0","51.0196","9","972","98.1245","27","16","54","108","112.736","65.9275","87.0446","50.9033","1","0","0","0","0","0","0","0","0","0","8","8","3","0","8","8","3","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L154","void clusterDown()","org.apache.hadoop.example.ITUseMiniCluster.clusterDown()V","L125","L103","C:\Users\Jasmine\Desktop\Software_Measurement\Hadoop-Releases\hadoop-rel-release-3.0.0\hadoop-client-modules\hadoop-client-integration-tests\src\test\java\org\apache\hadoop\example\ITUseMiniCluster.java","78","3","83","4","0","0","0","0","0","0","0","0","28.7549","5.33333","221.404","36.5979","12","11","12.3002","41.5132","122.138","71.4259","100.711","58.8953","2","1","1","0","0","0","0","0","0","0","6","6","2","0","6","6","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L155","void useHdfsFileSystem()","org.apache.hadoop.example.ITUseMiniCluster.useHdfsFileSystem()V","L125","L103","C:\Users\Jasmine\Desktop\Software_Measurement\Hadoop-Releases\hadoop-rel-release-3.0.0\hadoop-client-modules\hadoop-client-integration-tests\src\test\java\org\apache\hadoop\example\ITUseMiniCluster.java","85","3","90","4","0","0","0","0","0","0","0","0","47.7744","8","531.337","65.6015","17","15","29.5187","66.4171","119.925","70.1313","97.4155","56.9681","1","1","1","0","1","0","0","0","0","0","6","6","2","0","6","6","2","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L156","void simpleReadAfterWrite(FileSystem fs)","org.apache.hadoop.example.ITUseMiniCluster.simpleReadAfterWrite(LFileSystem;)V","L125","L103","C:\Users\Jasmine\Desktop\Software_Measurement\Hadoop-Releases\hadoop-rel-release-3.0.0\hadoop-client-modules\hadoop-client-integration-tests\src\test\java\org\apache\hadoop\example\ITUseMiniCluster.java","92","3","106","4","0","0","0","0","0","0","0","0","128.816","18.2692","6394.23","344.502","70","32","355.235","350","96.2083","56.2622","63.3021","37.0188","2","1","1","2","0","0","0","0","0","0","15","15","9","1","15","15","9","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L165","void useWebHDFS()","org.apache.hadoop.example.ITUseMiniCluster.useWebHDFS()V","L125","L103","C:\Users\Jasmine\Desktop\Software_Measurement\Hadoop-Releases\hadoop-rel-release-3.0.0\hadoop-client-modules\hadoop-client-integration-tests\src\test\java\org\apache\hadoop\example\ITUseMiniCluster.java","108","3","114","4","0","0","0","0","0","0","0","0","56.1057","8.125","697.423","78.6438","21","17","38.7457","85.8367","116.094","67.891","91.8885","53.736","1","1","1","0","1","0","0","0","0","0","7","7","2","0","7","7","2","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
